generations	U	S_0	A_0	O_0	fitness_function	fit_s	fit_h	mean_hetloci	var_hetloci	mean_homloci	var_homloci	mean_totmuts	var_totmuts	var_mean_totmuts	w_self	w_apomixis	w_outcross	w_popmean	IBD	S_secondary
  55	0.2	0.68	0	0.32	multiplicative	1	0	0.411013	0.44385	0	0	0.411013	0.44385	1.07989	0.859213	0	1	0.904265	0.140787	0.646121
  52	0.2	0.7	0	0.3	multiplicative	1	0	0.391316	0.420817	0	0	0.391316	0.420817	1.07539	0.863365	0	1	0.904355	0.136635	0.668272
  50	0.2	0.72	0	0.28	multiplicative	1	0	0.372879	0.399297	0	0	0.372879	0.399297	1.07085	0.867271	0	1	0.904435	0.132729	0.690414
  48	0.2	0.74	0	0.26	multiplicative	1	0	0.355584	0.379147	0	0	0.355584	0.379147	1.06627	0.870952	0	1	0.904504	0.129048	0.71255
  46	0.2	0.76	0	0.24	multiplicative	1	0	0.339327	0.360242	0	0	0.339327	0.360242	1.06164	0.874427	0	1	0.904565	0.125573	0.734679
  44	0.2	0.78	0	0.22	multiplicative	1	0	0.324015	0.342469	0	0	0.324015	0.342469	1.05695	0.877714	0	1	0.904617	0.122286	0.756803
  42	0.2	0.8	0	0.2	multiplicative	1	0	0.309569	0.325732	0	0	0.309569	0.325732	1.05221	0.880827	0	1	0.904662	0.119173	0.778923
  41	0.2	0.82	0	0.18	multiplicative	1	0	0.295914	0.309943	0	0	0.295914	0.309943	1.04741	0.883781	0	1	0.9047	0.116219	0.801039
  39	0.2	0.84	0	0.16	multiplicative	1	0	0.282989	0.295024	0	0	0.282989	0.295024	1.04253	0.886587	0	1	0.904733	0.113413	0.823152
  38	0.2	0.86	0	0.14	multiplicative	1	0	0.270735	0.280906	0	0	0.270735	0.280906	1.03757	0.889256	0	1	0.90476	0.110744	0.845263
  37	0.2	0.88	0	0.12	multiplicative	1	0	0.2591	0.267528	0	0	0.2591	0.267528	1.03253	0.891798	0	1	0.904783	0.108202	0.867371
  36	0.2	0.9	0	0.1	multiplicative	1	0	0.248038	0.254833	0	0	0.248038	0.254833	1.02739	0.894223	0	1	0.904801	0.105777	0.889478
  35	0.2	0.92	0	0.08	multiplicative	1	0	0.237509	0.24277	0	0	0.237509	0.24277	1.02215	0.896538	0	1	0.904815	0.103462	0.911584
  34	0.2	0.94	0	0.06	multiplicative	1	0	0.227473	0.231295	0	0	0.227473	0.231295	1.0168	0.89875	0	1	0.904825	0.10125	0.933689
  33	0.2	0.96	0	0.04	multiplicative	1	0	0.217896	0.220366	0	0	0.217896	0.220366	1.01134	0.900867	0	1	0.904832	0.0991333	0.955793
  32	0.2	0.98	0	0.02	multiplicative	1	0	0.208748	0.209946	0	0	0.208748	0.209946	1.00574	0.902894	0	1	0.904836	0.097106	0.977897
  31	0.2	1	0	0	multiplicative	1	0	0.2	0.2	0	0	0.2	0.2	1	0.904837	0	0	0.904837	0	1
