generations	U	S_0	A_0	O_0	fitness_function	fit_s	fit_h	mean_hetloci	var_hetloci	mean_homloci	var_homloci	mean_totmuts	var_totmuts	var_mean_totmuts	w_self	w_apomixis	w_outcross	w_popmean	IBD	S_secondary
  44	0.2	0.76	0	0.24	multiplicative	1	0.02	0.320493	0.338731	0	0	0.320493	0.338731	1.05691	0.873961	0	0.989646	0.901725	0.116895	0.736599
  42	0.2	0.78	0	0.22	multiplicative	1	0.02	0.306615	0.322775	0	0	0.306615	0.322775	1.0527	0.877059	0	0.98992	0.901889	0.11401	0.758526
  41	0.2	0.8	0	0.2	multiplicative	1	0.02	0.293469	0.307679	0	0	0.293469	0.307679	1.04842	0.880005	0	0.990181	0.90204	0.111268	0.780457
  39	0.2	0.82	0	0.18	multiplicative	1	0.02	0.280999	0.293378	0	0	0.280999	0.293378	1.04405	0.882809	0	0.990427	0.90218	0.108659	0.802393
  38	0.2	0.84	0	0.16	multiplicative	1	0.02	0.269153	0.279811	0	0	0.269153	0.279811	1.0396	0.885481	0	0.990662	0.90231	0.106172	0.824333
  37	0.2	0.86	0	0.14	multiplicative	1	0.02	0.257885	0.266923	0	0	0.257885	0.266923	1.03505	0.888031	0	0.990885	0.902431	0.1038	0.846277
  36	0.2	0.88	0	0.12	multiplicative	1	0.02	0.247154	0.254667	0	0	0.247154	0.254667	1.0304	0.890467	0	0.991098	0.902542	0.101535	0.868226
  35	0.2	0.9	0	0.1	multiplicative	1	0.02	0.236923	0.242998	0	0	0.236923	0.242998	1.02564	0.892796	0	0.9913	0.902646	0.0993689	0.890178
  34	0.2	0.92	0	0.08	multiplicative	1	0.02	0.227156	0.231875	0	0	0.227156	0.231875	1.02077	0.895025	0	0.991494	0.902743	0.0972961	0.912135
  33	0.2	0.94	0	0.06	multiplicative	1	0.02	0.217824	0.221262	0	0	0.217824	0.221262	1.01578	0.897161	0	0.991679	0.902832	0.0953105	0.934095
  32	0.2	0.96	0	0.04	multiplicative	1	0.02	0.208897	0.211124	0	0	0.208897	0.211124	1.01066	0.89921	0	0.991856	0.902916	0.0934066	0.95606
  31	0.2	0.98	0	0.02	multiplicative	1	0.02	0.200349	0.201432	0	0	0.200349	0.201432	1.00541	0.901176	0	0.992025	0.902993	0.0915794	0.978028
  30	0.2	1	0	0	multiplicative	1	0.02	0.192157	0.192157	0	0	0.192157	0.192157	1	0.903065	0	0	0.903065	0	1
